지자체코드,지자체,기간,목적,출장국,인원,지출,인당지출,비고
4515000,전북남원시,6.21.~6.30.,부패방지 등 선진 감찰제도 벤치마킹,"아일랜드,영국,벨기에,네덜란드",2,10.5,5.3,
4515000,전북남원시,6.22.~7.1.,공무원글로벌 정책연수,"덴마크,노르웨이,스웨덴",6,19.0,3.2,
4515000,전북남원시,20170626 ~ 20170703,전북대학교 농어촌지역개발분야 심화교육과정 해외선진지 견학,미국,1,,,
4515000,전북남원시,20170613 ~ 20170620,건강증진사업 선진사례 검토,"네덜란드,핀란드",1,,,
,,20170529 ~ 20170604,지리산권 관광아카데미 관광리더,캐나다,1,,,
4515000,전북남원시,20171115 ~ 20171122,2017 하노버 농업기계박람회,독일,1,,,
4515000,전북남원시,7.2. ~7.10.,규제개혁을 통한 해외 도시발전 우수사례 연찬,"크로아티아,오스트리아,슬로베니아,보스니아헤르체고비나",7,28.0,4.0,
4515000,전북남원시,7.3.~7.7.,여성리더 양성과정 역사문화탐방,일본,1,1.5,1.5,
4515000,전북남원시,7.4.~7.12.,총무위원회 공무국외여행,터키,1,2.7,2.7,의회
4515000,전북남원시,7.6.~7.14.,평생학습도시 관계자 해외연수,미국,2,10.2,5.1,
4515000,전북남원시,8.28.~9.7.,여성리더 양성과정 국외정책 과제연수,"미국,캐나다",1,6.5,6.5,
4515000,전북남원시,9.3.~9.12.,공무원 글로벌 정책연수,"스위스,이탈리아",6,19.2,3.2,
4515000,전북남원시,9.4.~9.8.,전라북도 에너지담당 정책연수,싱가포르,1,1.0,1.0,
4515000,전북남원시,9.12.~9.15.,공무원 역사문화 탐방,중국,55,28.0,0.5,
4515000,전북남원시,9.12.~9.21.,퇴직예정 공무원 산업시찰,"호주,뉴질랜드",8,35.5,4.4,
4515000,전북남원시,11.1.~11.9.,자활지원사업 우수공무원 연수,"미국,캐나다",1,2.1,2.1,
4515000,전북남원시,11.28.~12.6.,기초생활보장사업 유공공무원,"호주,뉴질랜드",1,1.5,1.5,
4515000,전북남원시,12.5.~12.12,남원농업·농촌발전을 위한 우수농업인 해외연수,"독일,이탈리아,스위스",1,3.5,3.5,
4515000,전북남원시,2017. 7.04.~7.12,2017년도 총무위원회 공무국외여행에 따른 수행직원 국외여비,터키,6,13.0,,
4515000,전북남원시,20171103 ~ 20171105,공무국외여행 여비 (일본 히오키시 초청 방문),일본,6,3.0,,
4515000,전북남원시,20170907 ~ 20170911,공무국외여행 여비 (해외 유통매장 남원 농특산물 판촉 행사,베트남,2,2.0,,
4516000,전북김제시,1.31~2.9,제18회 김제지평선축제 기획단 해외연수,"영국,프랑스,스위스,이탈리아",9,22.5,2.5,
4516000,전북김제시,2.20~2.23,17년 명예퇴직 예정자 해외연수,일본,1,1.7,1.7,
4516000,전북김제시,3.2~3.4,17 한국테마관광 해외설명회 참가,일본,2,2.4,1.2,
4516000,전북김제시,3.15~3.24,도시군 조직관리공무원 국외연수,"미국,캐나다",1,4.5,4.5,
4516000,전북김제시,3.27~4.6,2017 건설교통 우수시군 국외연수,"오스트리아,슬로베니아,크로아티아,헝가리,폴란드,슬로바키아,체코",1,2.8,2.8,
4516000,전북김제시,4.1~4.10,시군 예산담당자 국외연수,"스페인,포르투갈",2,8.3,4.2,
4516000,전북김제시,4.10~4.21,2017 상반기 퇴직예정자 해외연수,"오스트리아,헝가리,독일",3,15.0,5.0,
4516000,전북김제시,4.12~4.21,2017 상반기 퇴직예정자 해외연수,필리핀,1,1.7,1.7,
4516000,전북김제시,4.15~4.22,국외 세계유산 등재사례 연수,"네덜란드,이탈리아",1,3.7,3.7,
4516000,전북김제시,4.23~4.30,2017 명예퇴직 예정자 해외연수,"이탈리아,스위스",1,3.8,3.8,
4516000,전북김제시,4.23~5.2,전북연맹 선진노사 체험연수,"영국,프랑스,스위스,포르투갈,",3,11.9,4.0,
4516000,전북김제시,5.8~5.17,2017 상반기 공로연수 예정자 해외연수,"미국,캐나다",9,45.0,5.0,
4516000,전북김제시,5.17~5.21,2017년 한국테마관광 해외설명회 참가,말레이시아,3,2.8,0.9,
4516000,전북김제시,5.21~6.1,제14기 핵심리더과정 국외정책연수,"러시아,핀란드,스웨덴,노르웨이",4,20.0,5.0,
4516000,전북김제시,5.22~5.30,새만금 에너지공유단지 조성관련 글로벌 벤치마킹,"영국,네덜란드,독일",1,4.3,4.3,
4516000,전북김제시,5.22~5.30,2017 상반기 퇴직예정자 해외연수,"영국,프랑스,이탈리아,스위스",1,4.5,4.5,
4516000,전북김제시,6.8~6.16,2017 노사 해외선진노조 견학,"오스트리아,헝가리,슬로바키아,폴란드,체코",21,42.0,2.0,
4516000,전북김제시,6.10~6.18,2017 해외테마연수,그리스,3,7.5,2.5,
4516000,전북김제시,6.10~6.18,2017년 상반기 퇴직예정자 해외연수,"터키,그리스",1,3.8,3.8,
4516000,전북김제시,6.12~6.17,2017 해외테마연수,일본,4,5.6,1.4,
4516000,전북김제시,6.13~6.17,유원시설 담당공무원 국외교육,싱가포르,1,1.9,1.9,
4516000,전북김제시,6.15~6.24,2017년 축사 냄새 저감 및 PAOT 국외연수,"독일,덴마크",1,3.9,3.9,
4516000,전북김제시,6.19~6.28,2017 해외테마연수,"스웨덴,노르웨이",4,10.0,2.5,
4516000,전북김제시,6.21~6.30,해외 선진 감찰제도 벤치마킹,"아일랜드,영국,벨기에,네덜란드",2,10.0,5.0,
4516000,전북김제시,6.27~7.7,지도공무원 TOP5 국외출장,"스페인,독일",1,4.5,4.5,
4516000,전북김제시,6.29~7.7,2017 해외테마연수,스페인,4,10.0,2.5,
4516000,전북김제시,7.1~7.8,2017년 숲가꾸기 담당자 해외정책연수,"스위스,독일",1,2.3,2.3,
4516000,전북김제시,7.3~7.7,제24기 여성리더 양성과정 역사문화탐방,일본,1,1.5,1.5,
4516000,전북김제시,7.27~8.3,규제개혁 우수공무원 역량강화 해외연수,"호주,뉴질랜드",9,30.7,3.4,
4516000,전북김제시,8.3~8.7,2017 문화관광축제 관계자 해외선진축제 답사,일본,1,0.6,0.6,
4516000,전북김제시,8.3~8.11,2017년 하반기 퇴직예정자 해외연수,"핀란드,스웨덴,덴마크,노르웨이",1,4.1,4.1,
4516000,전북김제시,8.16~8.28,2017년 하반기 공로연수 예정자 해외연수,"핀란드,스웨덴,에스토니아,스페인",1,4.3,4.3,
4516000,전북김제시,8.20~9.18,2017 KOPIA 국외연수,베트남,1,2.7,2.7,
4516000,전북김제시,8.28~9.6,축산 선진국 해외연수,"이탈리아,스위스,프랑스,영국",6,15.0,2.5,
4516000,전북김제시,8.29~9.8,제24기 여성리더 양성과정,"러시아,스웨덴,노르웨이",1,5.3,5.3,
4516000,전북김제시,9.4~9.8,2017년 에너지담당공무원 국외연수,싱가포르,1,0.9,0.9,
4516000,전북김제시,9.6~9.17,2017년 하반기 공로연수(퇴직) 예정자 해외연수,"덴마크,노르웨이,스웨덴,핀란드",16,80.0,5.0,
4516000,전북김제시,9.13~9.21,장애인복지서비스 업무담당자 국외연수,"영국,독일",1,4.1,4.1,
4516000,전북김제시,9.17~9.23,독일 타깃기업 투자유치 추진,독일,2,7.5,3.8,
4516000,전북김제시,9.20~9.28,2017년 농촌지역 개발사업 담당자 국외연수,"영국,독일",1,4.4,4.4,
4516000,전북김제시,9.29~10.2,오사카 사야마시 시제 시행 30주년 기념식 참석,일본,4,6.7,1.7,단체장
4516000,전북김제시,10.17~10.22,2017 전북연맹 독립 및 문화유적지 연수,"베트남,캄보디아",6,6.0,1.0,
4516000,전북김제시,10.24~10.27,중국 진출기업 유턴 투자유치,중국,3,2.7,0.9,
4516000,전북김제시,10.26~11.3,2017 균형발전사업 유공공무원 해외연수,"독일,네덜란드,스페인",2,9.7,4.9,
4516000,전북김제시,11.1~11.4,제32회 기쿠치시 마라톤대회 참가,일본,6,8.9,1.5,
4516000,전북김제시,11.8~11.12,읍면동 복지허브화 유공자 해외연수,"싱가포르,인도네시아",7,9.0,1.3,
4516000,전북김제시,11.11~11.15,정부3.0 역량강화 해외연수,싱가포르,15,28.5,1.9,
4516000,전북김제시,11.15~11.17,해외 선진사례 벤치마킹,일본,6,7.7,1.3,단체장
4516000,전북김제시,11.21~11.23,중국 남통시 자매결연 기념행사(20주년) 참석,중국,5,6.7,1.3,단체장
4516000,전북김제시,11.28~12.6,2017년 기초생활보장사업 유공자 해외연수,"호주,뉴질랜드",1,1.5,1.5,
4516000,전북김제시,12.3~12.12,2017 하반기 명예퇴직 예정자 해외연수,스페인,1,3.9,3.9,
4516000,전북김제시,12.13~12.21,2017 우수 농업인 해외연수 인솔,"체코,독일,오스트리아",1,3.7,3.7,
4516000,전북김제시,12.19~12.23,2017 전북 규제개혁 우수공무원 국외연수,일본,2,3.8,1.9,
4516000,전북김제시,5.12~5.17,17년 전북시군 의장단협의회 국외연수 수행,미국,1,3.1,3.1,
4516000,전북김제시,7. 3~7. 7,의원 공무 국외연수,일본,6,,0.0,
4571000,전북완주군,2.12.~23.,군정발전유공 연수,"영국,프랑스,이탈리아,스위스,독일,오스트리아",1,4.0,4.0,
4571000,전북완주군,3.2.~10.,농업정책 및 지도사업 벤치마킹,"스페인,포르투갈",1,4.0,4.0,
4571000,전북완주군,3.4~13.,호국체험센터조성사업 관련 벤치마킹,미국,1,3.2,3.2,
4571000,전북완주군,3.5.~11.,마을공동체협의회 벤치마킹,"오스트리아,체코",3,6.9,2.3,
4571000,전북완주군,3.7.~8.,여성단체협의회 연수 인솔,일본,3,1.4,0.5,
4571000,전북완주군,3.8.~13.,와일드푸드 축제 벤치마킹,뉴질랜드,2,7.4,3.7,
4571000,전북완주군,3.8.~15.,경력단절여성 직업교육훈련 벤치마킹,"독일,스위스",1,3.1,3.1,
4571000,전북완주군,3.15.~24.,인사행정시스템 우수사례 벤치마킹,"미국,캐나다",1,4.7,4.7,
4571000,전북완주군,3.27.~30.,우수품목 농업인연구회 연수 인솔,일본,1,1.2,1.2,
4571000,전북완주군,3.27.~31.,보훈단체 호국전적지순례 인솔,중국,1,1.1,1.1,
4571000,전북완주군,3.27.~4.6.,건설교통시책 우수시군 벤치마킹,"오스트리아,슬로베니아,크로아티아,헝가리,폴란드,슬로바키아,체코",1,4.8,4.8,
4571000,전북완주군,3.27.~4.24.,국제협력(벼 재배농가 기술지도),필리핀,2,7.9,4.0,
4571000,전북완주군,4.1.~10.,제정위기 극복사례 정책 비교,"스페인,포르투갈",2,8.5,4.3,
4571000,전북완주군,4.18.~21.,우수품목 농업인연구회 연수 인솔 및 농업관련 정보 수집,일본,1,1.2,1.2,
4571000,전북완주군,4.20.~5.2.,군정발전유공 연수,미국,7,28.0,4.0,
4571000,전북완주군,4.23.~26.,아동권리 옴부즈퍼슨 선진제도 도입,일본,1,1.3,1.3,
4571000,전북완주군,4.23.~5.2.,전북연맹 선진노사체험,"영국,프랑스,스위스,이탈리아",3,11.9,4.0,
4571000,전북완주군,5.12.~17.,전라북도 시군의회 의장단 국외연수 수행,미국,1,3.1,3.1,
4571000,전북완주군,5.15.~26.,군정발전유공 연수,"미국,캐나다",9,36.0,4.0,
4571000,전북완주군,5.26.~6.4.,공공경제프로젝트 사례 견학,캐나다,11,37.7,3.4,
4571000,전북완주군,5.21.~6.2.,핵심리더과정 국외연수,"미국,캐나다",3,16.3,5.4,
4571000,전북완주군,5.23.~27.,민주평통 자문위원 통일역량강화,베트남,1,1.2,1.2,
4571000,전북완주군,6.11.~18.,드림스타트 전국우수기관 선정,"미국,캐나다",1,4.3,4.3,
4571000,전북완주군,6.17.~28.,군정발전유공 연수,"오스트리아,슬로베니아,보스니아헤르체고비나,크로아티아,헝가리,체코,독일",7,28.0,4.0,
4571000,전북완주군,6.17.~25.,의원 해외연수 수행,"크로아티아, 체코, 오스트리아, 몬테네그로, 보스니아헤르체고비나, 슬로베니아",5,9.4,1.9,
4571000,전북완주군,6.17.~29.,유니세프 아동친화도시,"독일,스위스",5,27.2,5.4,단체장
4571000,전북완주군,6.19.~29.,중견리더과정 정책연수,"미국,캐나다",1,6.0,6.0,
4571000,전북완주군,6.21.~30.,해외 선진 감사제도 벤치마킹,"영국,아일랜드,네덜란드,벨기에",2,10.1,5.0,
4571000,전북완주군,6.28.~7.2.,새마을회 지구촌 공동체사업,라오스,1,1.1,1.1,
4571000,전북완주군,7.29.~8.4.,어린이 모험테마마을 조성,불가리아,3,7.6,2.5,
4571000,전북완주군,8.18.~27.,세계도서관정보대회 참가,폴란드,1,3.5,3.5,
4571000,전북완주군,8.26.~9.4.,사회복지 유공공무원 선진복지국가 벤치마킹,"프랑스,스위스,이탈리아,독일,오스트리아",7,24.1,3.4,
4571000,전북완주군,8.27.~31.,체납세 징수 벤치마킹,베트남,20,26.4,1.3,
4571000,전북완주군,8.28.~9.1.,중견리더과정 역사문화탐방,일본,1,1.6,1.6,
4571000,전북완주군,9.1.~4.,농산물 수출 마케팅 및 수출품목 조사,홍콩,2,2.7,1.3,
4571000,전북완주군,9.1.~8.,지역고용정책 벤치마킹,캐나다,1,4.9,4.9,
4571000,전북완주군,9.4.~8.,지역에너지사업관련 벤치마킹,싱가포르,1,1.7,1.7,
4571000,전북완주군,9.5.~15.,군정발전유공 연수,미국,1,4.0,4.0,
4571000,전북완주군,9.6.~9.,사회복지시설종사자 국외연수 인솔,중국,1,1.2,1.2,
4571000,전북완주군,9.11.~14.,공공학교급식사업 활성화,일본,2,3.2,1.6,
4571000,전북완주군,9.17.~29.,군정발전유공 연수,미국,6,22.1,3.7,
4571000,전북완주군,20170918 ~ 20170921,완주군농업인연구회(양파) 해외연수 인솔,일본,1,,,
4571000,전북완주군,10.11.~19.,기초자치단체 정보화 연수,"독일,프랑스,영국",1,4.1,4.1,
4571000,전북완주군,10.15.~22.,밀라노 푸드협약 참석,"그리스,스페인",1,3.3,3.3,
4571000,전북완주군,10.16.~21.,군정유공 정책연수,호주,20,34.4,1.7,
4571000,전북완주군,10.17.~22.,전북연맹 모범조합원 문화유적지 탐방,"베트남,캄보디아",1,1.4,1.4,
4571000,전북완주군,10.23.~27.,수도시설 운영과정,일본,1,2.9,2.9,
4571000,전북완주군,10.30.~11.3.,"이장,부녀회장 정책연수 인솔",일본,2,4.4,2.2,
4571000,전북완주군,11.5.~11.,물 순환 관리과정,"싱가포르,베트남",1,2.9,2.9,
4571000,전북완주군,11.6.~14.,출산장려 및 인구정책 연수,"프랑스,독일,스위스",7,23.4,3.3,
4571000,전북완주군,11.22.~26.,농촌체험관광 벤치마킹 인솔,일본,1,1.4,1.4,
4571000,전북완주군,12.19.~23.,규제개혁 우수공무원 연수,일본,3,5.7,1.9,
4572000,전북진안군,2017.2.6.~2.10.,여성단체 선진사례 벤치마킹,"홍콩,마카오,중국",2,3.1,1.6,
4572000,전북진안군,2017.2.13.~2.19.,세계 우수축제 벤치마킹,프랑스,5,19.0,3.8,
4572000,전북진안군,2017.2.28.~3.5.,퇴직예정공무원 사회적응연수,"베트남,캄보디아",1,5.0,5.0,
4572000,전북진안군,2017.3.7.~3.12.,전적지 순례,베트남,1,1.0,1.0,
4572000,전북진안군,2017.3.6.~3.11.,농산물가공사업 업무추진,일본,1,2.0,2.0,
4572000,전북진안군,2017.3.15.~3.24.,조직관리 운영실태 벤치마킹,"미국,캐나다",2,9.0,4.5,
4572000,전북진안군,2017.3.16.~3.22.,해외 관광마케팅,"말레이시아,인도네시아",1,2.0,2.0,
4572000,전북진안군,2017.4.1.~4.10.,재정위기 극복사례 정책비교,"스페인,포르투갈",1,4.3,4.3,
4572000,전북진안군,2017.5.8.~5.18.,퇴직예정공무원 사회적응연수,"체코,오스트리아,슬로베니아,크로아티아,헝가리",7,35.0,5.0,
4572000,전북진안군,2017.5.12.~5.20.,선진국의 관광정책 우수사례 벤치마킹(간부 배낭연수),"오스트리아,체코,헝가리",4,14.5,3.6,
4572000,전북진안군,2017.5.15.~5.23.,유럽의 재난대응체계를 비교 연구,"독일,네덜란드,프랑스",1,3.3,3.3,
4572000,전북진안군,2017.5.20.~5.27.,선진 임업국의 산림경영 및 관리기술 벤치마킹,뉴질랜드,1,3.0,3.0,
4572000,전북진안군,2017.5.21.~6.2.,선진국의 우수행정 연수,"미국,캐나다",2,10.0,5.0,
4572000,전북진안군,2017.5.21.~6.1.,선진국의 우수행정 연수,"러시아,스웨덴,노르웨이,핀란드,덴마크",1,5.0,5.0,
4572000,전북진안군,2017.5.23.~6.1.,관광자원 활성화 정책모색,스페인,6,15.0,2.5,
4572000,전북진안군,2017.5.24.~6.1,축산시설 및 분뇨자원 운영현황 견학,"덴마크,네덜란드",2,7.0,3.5,
4572000,전북진안군,2017.5.30.~6.2.,일본 농촌지역개발 사례 벤치마킹,일본,2,3.0,1.5,
4572000,전북진안군,2017.6.7.~6.13.,베트남 전적지 순례,베트남,1,1.5,1.5,
4572000,전북진안군,2017.6.8.~6.16.,다양한 케이블카 선진사례 벤치마킹,"오스트리아,스위스,프랑스",2,5.9,3.0,
4572000,전북진안군,2017.6.19.~6.29.,노인복지정책 선진사례 벤치마킹,"노르웨이,덴마크,스웨덴,러시아",1,5.0,5.0,
4572000,전북진안군,2017.6.21.~6.24.,장애인복지발전 기반조성 및 장애인단체 상호협력 체계 조성,일본,1,1.0,1.0,
4572000,전북진안군,2017.6.21.~6.30.,감사환경변화에 능동적이고 탄력적으로 대응,"아일랜드,영국,네덜란드,벨기에",2,10.0,5.0,
4572000,전북진안군,2017.6.26.~7.3.,농어촌지역개발 발전 기여,미국,1,3.0,3.0,
4572000,전북진안군,2017.6.29.~7.7.,힐링관광산업 벤치마킹,"오스트리아,체코,크로아티아",6,15.0,2.5,
4572000,전북진안군,2017.7.5.~7.14.,농업농촌활성화 및 지도공무원 경쟁력 제고,미국,1,4.0,4.0,
4572000,전북진안군,2017.7.19.~7.27.,"선진국 역사,문화,관광산업 벤치마킹","노르웨이,스웨덴,핀란드",6,15.0,2.5,
4572000,전북진안군,2017.8.14.~8.23.,퇴직자 사회적응능력 배양,"스페인,포르투갈",2,10.0,5.0,
4572000,전북진안군,2017.8.27.~8.31.,행정연수원 중견리더과정,일본,1,2.0,2.0,
4572000,전북진안군,2017.8.30.~9.1.,해외 자원봉사단 파견운영,몽골,2,3.0,1.5,단체장
4572000,전북진안군,2017.9.10.~9.19.,선진관광정책 우수사례 벤치마킹,"이탈리아,스위스,프랑스",6,15.0,2.5,
4572000,전북진안군,2017.9.11.~9.16.,해외농업실태 및 유통경로파악,라오스,1,1.3,1.3,
4572000,전북진안군,2017.9.15.~9.24.,관광선진국 모범사례 견학,"포르투갈,스페인",5,12.5,2.5,
4572000,전북진안군,2017.09.18.~9.22.,농촌지도사 생활개선회 인솔,싱가포르,1,1.4,1.4,
4572000,전북진안군,2017.10.9.~10.16.,진안홍삼홍보 및 관광자원 개발,미국,4,16.0,4.0,
4572000,전북진안군,2017.10.10.~10.14.,관내 중학생 해외역사탐방 인솔,싱가포르,2,3.0,1.5,
4572000,전북진안군,2017.10.11.~10.19.,세계농업환경에 대한 대처능력배양,스페인,1,2.6,2.6,
4572000,전북진안군,2017.10.22.~10.29.,퇴직자 사회적응능력 배양,"호주,뉴질랜드",3,15.0,5.0,
4572000,전북진안군,2017.10.23.~10.27.,해외농업의 실태와 유통구조 파악,"홍콩,대만",1,1.6,1.6,
4572000,전북진안군,2017.10.30.~11.4.,임산물 소득창출 정책 반영,"베트남,캄보디아",1,1.0,1.0,
4572000,전북진안군,2017.11.13.~11.17.,선진농업기술 습득및 농업인역량강화,일본,1,1.0,1.0,
4572000,전북진안군,2017.11.20.~11.24.,한농연 해외연수 인솔,필리핀,1,1.0,1.0,
4572000,전북진안군,2017.11.22.~11.26.,아야공예축제 축하방문 및 우호교류,일본,3,4.0,1.3,
4572000,전북진안군,2017.11.27.~12.2.,이장단 산업시찰 인솔,"태국,라오스",1,1.0,1.0,
4572000,전북진안군,2017.11.27.~12.6.,세계문화엑스포 진안홍삼 홍보관운영,베트남,1,3.0,3.0,
4572000,전북진안군,2017.11.28.~12.5.,선진사회복지정책 및 의료급여제도 시찰,"스페인,포르투갈",1,2.0,2.0,
4572000,전북진안군,2017.11.30.~12.8.,선진 사회복지국가 사회보장제도 견학,"이탈리아,프랑스",1,1.0,1.0,
4572000,전북진안군,2017.12.4.~12.8.,농민회 해외연수 인솔,중국,1,1.0,1.0,
4572000,전북진안군,2017.12.9.~12.13.,화장문화 선진사례 견학,일본,4,8.0,2.0,
4572000,전북진안군,2017.12.16.~12.24.,관광산업 벤치마킹,"미국,캐나다",7,28.0,4.0,
4572000,전북진안군,2017.12.19.~12.23.,해외우수축제 벤치마킹,베트남,12,16.0,1.3,
4572000,전북진안군,2017.12.19.~12.23.,규제개혁 선진사례 시찰,일본,2,4.0,2.0,
4572000,전북진안군,2.23.~3.3.,진안군의회 공무해외연수,"오스트리아,체코,헝가리",4,12.6,3.2,
4572000,전북진안군,5.12.~17.,전라북도 시군의회 의장단 국외연수 수행,미국,1,3.1,3.1,
4572000,전북진안군,,의회,일본,2,2.4,1.2,
4572000,전북진안군,20170327 ~ 20170406,16년도 건설교통시책 평가 우수시군 국외연수,"크로아티아,체코,슬로바키아,헝가리,오스트리아,슬로베니아,폴란드",2,6.5,3.3,
4572000,전북진안군,20170423 ~ 20170502,선진노조 문화체험을 통한 상생의 노사문화 정착,"이탈리아,스위스,프랑스,영국",2,8.7,,
,,20170529 ~ 20170603,활발한 노조활동 및 노사관계의 안전화,"베트남,캄보디아",20,,,
,,20170519 ~ 20170528,선진지 환경보존과 문화유산 실태답사 (가온누리),"프랑스,이탈리아,스위스",6,,,
4572000,전북진안군,20170921 ~ 20170924,신속집행 관계공무원 해외연수,대만,36,39.4,,
4572000,전북진안군,20170904 ~ 20170908,선진 에너지시책 벤치마킹,싱가포르,1,1.8,,
,,20171114 ~ 20171118,도시국가의 자치 서비스 견학,싱가포르,1,1.5,,
,,171017 ~ 20171021,"문화유적지 탐방을 통해 단위노조간 소통과 화합 도모, 전북연맹의 발전방안 모색","베트남,캄보디아",3,,,
4573000,전북무주군,2017.03.06~03.11,농산물종합가공센터 운영준비/선진지역 식품가공트랜드 및 가공기계 자료수집,일본,2,4.0,2.0,
4573000,전북무주군,2017.03.15~03.24,선진국가 조직 및 인사 운영실태에 대한 정책업무 벤치마킹,"미국,캐나다",1,4.7,4.7,
4573000,전북무주군,2017.03.22~03.30,2017년 지방상수도 현대화사업 추진/최신 신기술 및 신공법 도입 사례 벤치마킹,"프랑스,영국",1,4.4,4.4,
4573000,전북무주군,2017.03.27~04.06,2016년 건설교통시책평가 우수기관 연수/유럽 도시개발시책을 군 지역개발계획수립시 접목,"오스트리아,슬로베니아,크로아티아,헝가리,폴란드,슬로바키아,체코",1,4.8,4.8,
4573000,전북무주군,2017.04.01~04.10,예산담당자 글로벌 벤치마킹/재정위기 극복사례 정책비교,"스페인,포르투갈",2,8.9,4.5,
4573000,전북무주군,2017.04.14~04.18,태국 송크란축제 벤치마킹/남대천 여름휴양축제 기본계획 및 전략 강화,태국,2,2.7,1.4,
4573000,전북무주군,2017.04.17~04.26,"자연재난에 대비한 남부유럽(이탈리아, 그리스) 재난현장 방문/외국 사례정책 및 관련제도 벤치마킹 등 업무능력 향상","이탈리아,그리스",1,4.2,4.2,
4573000,전북무주군,2017.05.21~06.02,선진국가의 문화관광 및 보존형태 파악(2팀)/핵심리더 문제해결역량 강화,"미국,캐나다",1,5.4,5.4,
4573000,전북무주군,2017.05.21~06.02,선진국가의 문화관광 및 보존형태 파악(1팀)/핵심리더 문제해결역량 강화,"미국,캐나다",2,10.8,5.4,
4573000,전북무주군,2017.05.22~05.30,선진 복지정책 및 친환경개발계획 벤치마킹/업무혁신 및 글로벌 마인드 함양,"덴마크,노르웨이,스웨덴,핀란드",4,9.8,2.5,
4573000,전북무주군,2017.05.23~06.01,장기근속 공무원 선진지시찰/외국 우수사례 벤치마킹 및 선진문화 체험,"덴마크,노르웨이,스웨덴,핀란드",12,42.0,3.5,
4573000,전북무주군,2017.05.30~06.02,2017마을만들기 지방정부협의회 회원대상 일본마을만들기 우수사례 벤치마킹/마을르네상스 관계자 역량강화 및 견문확대,일본,1,1.8,1.8,
4573000,전북무주군,2017.06.21~06.30,우수조사 감찰공무원 해외 선진제도 벤치마킹/청렴 선진국의 부패방지 시책 및 감사제도 운영실태 연찬을 통한 담당공무원 역량 배가,"아일랜드,영국,벨기에,네덜란드",1,5.0,5.0,
4573000,전북무주군,2017.06.20~06.30,중견리더과정 국외정책과제 연수(재난예방팀)/재난 예방을 위한 선진 우수 정책사례 연구,"러시아,노르웨이,핀란드",1,5.8,5.8,
4573000,전북무주군,2017.06.27~07.07,2017년 농촌지도공무원 팀제훈련/곤충산어분야 지도공무원 전문성 강화,"스페인,독일",1,3.6,3.6,
4573000,전북무주군,2017.07.02.~07.10,"2017년 무주군의회 국외연수/선진국의 관광, 환경 등 모범사례 벤치마킹","핀란드,에스토니아,스웨덴,덴마크,노르웨이",1,3.6,3.6,
4573000,전북무주군,2017.07.07~07.15,선진 노사문화 벤치마킹/합리적이고 안정적인 노사관계 정착,"오스트리아,체코,헝가리",4,16.2,4.1,
4573000,전북무주군,2017.07.07~07.16,유럽의 농촌관광 성공사례 벤치마킹(배낭여행)/무주의 7차산업화 기반 마련,"이탈리아,스위스",6,14.7,2.5,
4573000,전북무주군,2017.07.29~08.07,국제 미국마스터오픈태권도대회 참관 및 미국 내 우수사례 벤치마킹/무주 7차산업화에 접목,미국,5,31.0,6.2,단체장
4573000,전북무주군,2017.07.30~08.09,2017 US마스터스 태권도대회 시범공연 및 태권도 홍보추진단/태권도 시범 공연 및 태권도 홍보활동으로 무주 브랜드 가치 상승,미국,1,5.0,5.0,
4573000,전북무주군,2017.08.27~08.31,중견리더과정 역사문화탐방(A팀)/항일 독립운동 유적지 현장답사를 통한 역사관 확립 및 애국심 고취,일본,1,1.6,1.6,
4573000,전북무주군,2017.10.11~10.19,기초자치단체 정보화업무 공무원 국외연수/해외 정보화 동향파악 및 정책이슈 공유,"독일,영국,프랑스",1,4.4,4.4,
4573000,전북무주군,2017.09.05~09.13,동유럽 국가의 관광자원 및 문화 등 견학(배낭여행)/우리군 지여발전 방안 모색,"체코,슬로베니아,크로아티아,헝가리,오스트리아",3,7.4,2.5,
4573000,전북무주군,2017.09.08~09.16,동유럽의 관광 인프라 및 문화창조 프로그램 벤치마킹(배낭여행)/무주군 관광시책 개발 반영 및 특색있는 문화예술 컨텐츠 발굴,"오스트리아,슬로베니아,크로아티아",5,12.2,2.4,
4573000,전북무주군,2017.09.05~09.09,2017년 홍콩 신선농산물박람회 참가/무주군 원예농산물 해외 바이어 소개 및 수출품목 다양화 도모,홍콩,1,1.7,1.7,
4573000,전북무주군,2017.09.09~09.17,"스페인의 도시경관, 토목, 환경분야 등 선진인프라와 운영체계 벤치마킹(배낭여행)",스페인,4,9.8,2.5,
4573000,전북무주군,2017.09.04~09.08,"전라북도 에너지담당공무원 외국 에너지 시책, 산업, 기후변화 환경정책 벤치마킹/지자체 에너지정책 추진방향 모색",싱가포르,1,1.8,1.8,
4573000,전북무주군,2017.09.11~09.18,귀농귀촌 업무담당자 미주지역 귀농귀촌 정책 우수사례 벤치마킹/국내 귀농귀촌 정책 및 농촌발전방향 모색,"미국,캐나다",1,3.0,3.0,
4573000,전북무주군,2017.09.18~09.27,장기근속 공무원 국외 선진지 시찰 및 선진문화 체험/국제휴양도시 지역리더로서의 능력 배양,"영국,프랑스,스위스,이탈리아",1,3.5,3.5,
4573000,전북무주군,2017.11.13~11.17,농업인 학습단체 대만4H회 정보교류/대만 농업유통분야 벤치마킹 및 문화탐방,대만,1,1.6,1.6,
